ZIP,15-24,25-44,45-64,65+
ZCTA5 02474,0.8,38.2,36.8,24.2
ZCTA5 02476,1.6,31.3,36.3,30.7
ZCTA5 02478,0.5,30.8,40.8,28
ZCTA5 02481,0.2,24.6,48.8,26.4
ZCTA5 02482,0.3,22,43.6,34.2
ZCTA5 02492,0,21.7,43.6,34.7
ZCTA5 02493,0,15.6,50.2,34.1
ZCTA5 02494,3,28.7,39.3,29
ZCTA5 02532,1.2,19.8,44.5,34.6
ZCTA5 02534,0,20.3,44,35.7
ZCTA5 02535,0,17.2,35.4,47.3
ZCTA5 02536,1.4,18.1,39.6,40.9
ZCTA5 02537,1.2,24.5,38.9,35.4
ZCTA5 02538,0,31.9,51.5,16.5
ZCTA5 02539,0,16,47.1,36.9
ZCTA5 02540,1.7,12.9,34.3,51.1
ZCTA5 02542,32.9,62.6,4.5,0
ZCTA5 02543,4.7,16.1,13.1,66.1
ZCTA5 02553,0,0,0,100
ZCTA5 02554,0.9,28.7,46,24.4
ZCTA5 02556,0,18.7,33.3,48
ZCTA5 02557,0,35.6,25.7,38.7
ZCTA5 02558,6.6,12.6,28.3,52.4
ZCTA5 02559,1,15.2,32.2,51.7
ZCTA5 02561,0,24.8,29.2,46
ZCTA5 02562,1.4,23.1,43,32.5
ZCTA5 02563,0.8,13.1,48.6,37.5
ZCTA5 02564,0,0,25.8,74.2
ZCTA5 02568,0,23.9,40.6,35.6
ZCTA5 02571,1,29.2,38.3,31.6
ZCTA5 02575,0,12.3,51.3,36.4
ZCTA5 02576,0,16.2,42.8,40.9
ZCTA5 02584,-,-,-,-
ZCTA5 02601,0.4,31.9,40.3,27.4
ZCTA5 02630,0,14.6,45.9,39.5
ZCTA5 02631,0,12,41.5,46.5
ZCTA5 02632,3.3,19.1,39.9,37.7
ZCTA5 02633,0,10.4,28.4,61.2
ZCTA5 02635,3.3,16.8,41.9,38
ZCTA5 02637,0,15.6,13,71.4
ZCTA5 02638,1,10.4,25.9,62.7
ZCTA5 02639,0,25,43.4,31.6
ZCTA5 02641,0,7.7,7.7,84.6
ZCTA5 02642,2.1,11.6,34.1,52.3
ZCTA5 02643,-,-,-,-
ZCTA5 02644,0,23.4,49.9,26.8
ZCTA5 02645,3.1,16,35.7,45.1
ZCTA5 02646,0,10.9,28.8,60.3
ZCTA5 02647,0,21.2,0,78.8
ZCTA5 02648,0,19.3,50.8,29.9
ZCTA5 02649,0.3,18.7,40.9,40
ZCTA5 02650,0,10.7,41.8,47.5
ZCTA5 02651,0,0,100,0
ZCTA5 02652,0,15.1,29,55.9
ZCTA5 02653,0,12.4,31.6,55.9
ZCTA5 02655,2.5,16.4,33.6,47.5
ZCTA5 02657,0,15.3,50,34.7
ZCTA5 02659,0,13.6,40.6,45.8
ZCTA5 02660,0.2,12.8,35.7,51.3
ZCTA5 02663,0,0,14.1,85.9
ZCTA5 02664,0.8,17.7,34.5,47
ZCTA5 02666,0,0,29.3,70.7
ZCTA5 02667,2.4,9.3,43,45.3
ZCTA5 02668,0,8.7,58.1,33.2
ZCTA5 02669,0,0,0,100
ZCTA5 02670,0,15.9,35.9,48.2
ZCTA5 02671,0,9.4,32.2,58.4
ZCTA5 02672,0,36,18.4,45.6
ZCTA5 02673,0.7,25.7,39.5,34.2
ZCTA5 02675,0.8,8.8,31.9,58.5
ZCTA5 02702,0,23.8,47.8,28.4
ZCTA5 02703,1.4,29.9,42.5,26.3
ZCTA5 02713,0,7.7,53.8,38.5
ZCTA5 02715,2.9,29.9,44.2,23
ZCTA5 02717,1.1,25.3,43.2,30.4
ZCTA5 02718,0,28.3,50.9,20.8
ZCTA5 02719,1.6,23.3,40.5,34.6
ZCTA5 02720,4.1,33.7,39.6,22.6
ZCTA5 02721,4.4,32.3,36.9,26.4
ZCTA5 02723,7.1,33.6,36.8,22.6
ZCTA5 02724,4.9,32.5,39.5,23.1
ZCTA5 02725,0,18.9,42.7,38.3
ZCTA5 02726,0.3,24.2,39.1,36.5
ZCTA5 02738,0,18.1,42.7,39.1
ZCTA5 02739,0,17.7,45.2,37
ZCTA5 02740,5.5,34.5,34.5,25.5
ZCTA5 02743,0.7,24.9,43.3,31.1
ZCTA5 02744,5.9,39.9,33.3,21
ZCTA5 02745,2.4,33.5,39.9,24.1
ZCTA5 02746,7.3,39.7,31.5,21.5
ZCTA5 02747,0,24.7,41.3,34.1
ZCTA5 02748,0,17.8,41.6,40.6
ZCTA5 02760,1.1,33.8,44.2,20.9
ZCTA5 02762,0.4,31.3,42.7,25.6
ZCTA5 02763,0,43.8,43.1,13
ZCTA5 02764,0,31.4,44,24.6
ZCTA5 02766,1.1,24.9,47.5,26.5
ZCTA5 02767,2.3,26.7,38.8,32.2
ZCTA5 02769,1,23.6,52.8,22.6
ZCTA5 02770,0,22.8,51.2,26
ZCTA5 02771,0,26.9,43,30.1
ZCTA5 02777,0.2,24.9,43.9,30.9
ZCTA5 02779,0,29.4,52.4,18.2
ZCTA5 02780,2.1,32.8,41.7,23.4
ZCTA5 02790,0.4,21.1,39.7,38.7
ZCTA5 02791,0,9.8,36.3,53.8
ZCTA5 02802,0,35.2,59.3,5.5
ZCTA5 02804,0,18.3,58.1,23.6
ZCTA5 02806,0.8,21.6,49.3,28.2
ZCTA5 02807,0,13.4,54.5,32
ZCTA5 02808,0,31.8,49.9,18.3
ZCTA5 02809,3.3,25.6,38.6,32.6
ZCTA5 02812,0,20.1,58.6,21.3
ZCTA5 02813,3.4,18.7,44.2,33.6
ZCTA5 02814,0.9,24.8,50.1,24.1
ZCTA5 02815,0,36.6,29.3,34.1
ZCTA5 02816,1.4,26.5,46.5,25.6
ZCTA5 02817,0.8,21.8,55.6,21.9
ZCTA5 02818,0.8,20.5,46,32.7
ZCTA5 02822,4.6,23.6,41.6,30.1
ZCTA5 02825,0,17.8,55,27.2
ZCTA5 02826,0,5.1,47.8,47.2
ZCTA5 02827,0,21.5,52.7,25.8
ZCTA5 02828,1,19.4,43.4,36.1
ZCTA5 02830,1.1,28.8,46.1,24
ZCTA5 02831,0,20.1,51.5,28.4
ZCTA5 02832,0,17.6,52.1,30.3
ZCTA5 02833,0,15.8,52.4,31.8
ZCTA5 02835,0,13.1,50.6,36.3
ZCTA5 02836,0,0,100,0
ZCTA5 02837,0,14.5,40.3,45.2
ZCTA5 02838,2.1,41.3,41.2,15.5
ZCTA5 02839,0,27.1,46.8,26.1
ZCTA5 02840,5.1,31.8,33.5,29.6
ZCTA5 02841,-,-,-,-
ZCTA5 02842,2.3,30.2,37.6,29.9
ZCTA5 02852,0.3,26.5,43.7,29.6
ZCTA5 02857,0.6,15.8,51,32.6
ZCTA5 02858,0,0,88.8,11.2
ZCTA5 02859,1,29.3,50.8,18.9
ZCTA5 02860,3.6,36.4,40.1,19.9
ZCTA5 02861,2.4,33.8,40.7,23.1
ZCTA5 02863,5.2,40.5,39.3,15
ZCTA5 02864,0.3,26.3,45,28.3
ZCTA5 02865,0.7,24.8,43.5,31
ZCTA5 02871,0.9,20.5,43.7,34.8
ZCTA5 02872,0,12.1,25,62.9
ZCTA5 02873,0,19.8,80.2,0
ZCTA5 02874,1.1,23.7,48.4,26.8
ZCTA5 02875,0,45.7,54.3,0
ZCTA5 02876,14.2,40.2,45.7,0
ZCTA5 02878,1.5,20.6,44.6,33.2
ZCTA5 02879,2.1,20.9,42.4,34.6
ZCTA5 02881,18.3,20.9,33.7,27.1
ZCTA5 02882,12.6,15.9,37.3,34.3
ZCTA5 02885,1.3,27.9,43.8,27
ZCTA5 02886,1.9,27.8,37.9,32.4
ZCTA5 02888,0.9,26.8,43.5,28.8
ZCTA5 02889,2.9,24.7,45.3,27.1
ZCTA5 02891,2,25.6,41.3,31.1
ZCTA5 02892,3.4,23.3,47.8,25.4
ZCTA5 02893,2.8,32.4,38.6,26.3
ZCTA5 02894,0,12.9,56.4,30.7
ZCTA5 02895,3.7,36.3,39.2,20.8
ZCTA5 02896,1.1,22.4,42,34.5
ZCTA5 02898,10.8,17.4,32.9,38.9
ZCTA5 02903,7.6,40.9,29.4,22.1
ZCTA5 02904,1.5,31.4,40.9,26.2
ZCTA5 02905,5.8,32.6,38.9,22.7
ZCTA5 02906,7.3,41.3,28.8,22.6
ZCTA5 02907,3.7,44.1,36.1,16.1
ZCTA5 02908,4.2,42.3,36.1,17.5
ZCTA5 02909,5.7,41.7,35.9,16.8
ZCTA5 02910,0.9,35.5,40.7,22.9
ZCTA5 02911,0.7,36.2,40,23.1
ZCTA5 02912,-,-,-,-
ZCTA5 02914,3.1,32.5,35.5,28.9
ZCTA5 02915,3.2,25.7,39.6,31.5
ZCTA5 02916,0.6,30.8,33.9,34.7
ZCTA5 02917,0,23,44.7,32.3
ZCTA5 02919,1.4,26.9,40.5,31.2
ZCTA5 02920,1.1,30.9,35.5,32.5
ZCTA5 02921,0.4,23.2,47.2,29.3
ZCTA5 03031,0,21.2,51.2,27.6
ZCTA5 03032,2.4,27.1,49.9,20.6
ZCTA5 03033,1.8,30.1,52.5,15.6
ZCTA5 03034,1.7,19.2,54.8,24.3
ZCTA5 03036,0.7,23.5,54.5,21.2
ZCTA5 03037,1.4,25.3,48.6,24.7
ZCTA5 03038,2.4,32.1,45.6,19.9
ZCTA5 03042,0,33.1,41.3,25.6
ZCTA5 03043,2.1,18.9,45.8,33.2
ZCTA5 03044,0,27.4,49.7,23
ZCTA5 03045,2.7,30.8,42.7,23.8
ZCTA5 03046,0.5,21.9,58,19.6
ZCTA5 03047,2.6,17.9,47.6,31.9
ZCTA5 03048,1,26.2,49.9,23
ZCTA5 03049,0.6,13.7,59.2,26.5
ZCTA5 03051,1.8,26.5,46.7,25
ZCTA5 03052,2.7,25.7,48.6,23
ZCTA5 03053,0.7,26.9,49.8,22.7
ZCTA5 03054,1.2,30.1,44.2,24.6
ZCTA5 03055,2.1,34.1,41.3,22.5
ZCTA5 03057,2.2,21.1,56.1,20.6
ZCTA5 03060,4.1,33.7,40,22.2
ZCTA5 03062,2.3,27.4,42.6,27.7
ZCTA5 03063,3.8,33.5,39.9,22.8
ZCTA5 03064,4.4,32.8,40.9,21.9
ZCTA5 03070,3.6,35.5,45.5,15.3
ZCTA5 03071,3.9,30.8,39,26.3
ZCTA5 03076,1.2,23.1,50.3,25.4
ZCTA5 03077,2.6,29.8,47.2,20.4
ZCTA5 03079,0.5,27.8,43.3,28.4
ZCTA5 03082,0,19.3,55.8,24.9
ZCTA5 03084,0.6,15.4,51.7,32.2
ZCTA5 03086,0.7,25.7,48.2,25.4
ZCTA5 03087,0,22.9,52.4,24.7
ZCTA5 03101,8.2,45.8,27.3,18.7
ZCTA5 03102,6.7,36.9,34,22.4
ZCTA5 03103,3.5,41.6,36.9,18
ZCTA5 03104,7.8,35.3,37,19.9
ZCTA5 03106,3.8,30.4,42.3,23.5
ZCTA5 03109,1.9,30.2,43.4,24.5
ZCTA5 03110,0.3,24.9,49.6,25.3
ZCTA5 03215,0,6.5,52.2,41.3
ZCTA5 03216,8.1,30.3,38,23.6
ZCTA5 03217,3.1,28.4,33.6,34.9
ZCTA5 03218,0,22.2,57.2,20.5
ZCTA5 03220,5,26.9,44.5,23.5
ZCTA5 03221,2.9,19.9,41.1,36
ZCTA5 03222,3.6,21,42.7,32.6
ZCTA5 03223,4.1,17.5,47.6,30.8
ZCTA5 03224,0.6,27.8,45.6,25.9
ZCTA5 03225,0,29.6,48.1,22.3
ZCTA5 03226,0,15.3,41.3,43.4
ZCTA5 03227,0,11.8,39.5,48.7
ZCTA5 03229,0.5,22,46.4,31.1
ZCTA5 03230,1,23.5,53,22.5
ZCTA5 03231,0,14,45.6,40.4
ZCTA5 03233,0,0,37.7,62.3
ZCTA5 03234,2.9,24.6,45.8,26.8
ZCTA5 03235,5.2,22.6,42.9,29.4
ZCTA5 03237,0,24.4,42.3,33.3
ZCTA5 03238,0,7.7,35.9,56.4
ZCTA5 03240,3.7,22.2,41.3,32.8
ZCTA5 03241,0,9.7,34.8,55.6
ZCTA5 03242,7,26.6,39.9,26.5
ZCTA5 03243,0,21.2,52.8,26
ZCTA5 03244,0.1,26.3,50.6,23.1
ZCTA5 03245,0.8,22.3,45.5,31.5
ZCTA5 03246,2.6,27.6,39.7,30
ZCTA5 03249,0.4,20.4,45.1,34.1
ZCTA5 03251,0,23,34.6,42.4
ZCTA5 03253,1.4,19.9,44,34.7
ZCTA5 03254,0.7,17.6,37.7,44
ZCTA5 03255,3.3,18.9,41.9,35.8
ZCTA5 03256,0,20.6,44.8,34.5
ZCTA5 03257,2.6,18.5,25.6,53.2
ZCTA5 03258,3.9,26.4,47.6,22.1
ZCTA5 03259,0,7.1,48.2,44.7
ZCTA5 03260,0,19.5,43.8,36.7
ZCTA5 03261,0.6,28.9,43.8,26.7
ZCTA5 03262,10.4,18.9,40.9,29.8
ZCTA5 03263,2.3,26.4,48.1,23.1
ZCTA5 03264,1.2,27.4,39.1,32.3
ZCTA5 03266,1.8,21.6,43.8,32.8
ZCTA5 03268,0,20.6,44.8,34.6
ZCTA5 03269,0,20.7,55.2,24.1
ZCTA5 03273,0,39.1,29.1,31.8
ZCTA5 03275,3.4,29.3,42.9,24.4
ZCTA5 03276,3.8,27.4,44.7,24.1
ZCTA5 03278,4,24.4,42.3,29.3
ZCTA5 03279,8.4,11.3,44,36.2
ZCTA5 03280,0.6,17.9,48.2,33.3
ZCTA5 03281,1.1,26.9,54.4,17.6
ZCTA5 03282,1.1,16.3,46.5,36.1
ZCTA5 03284,0,15,44.9,40.2
ZCTA5 03285,0,30.5,35.2,34.3
ZCTA5 03287,2.2,20.1,46.3,31.3
ZCTA5 03290,0,26.1,48.9,25
ZCTA5 03291,0,67.6,0,32.4
ZCTA5 03293,0,48.8,32.6,18.6
ZCTA5 03301,4.9,30.9,37.7,26.5
ZCTA5 03303,3.4,30.7,43.3,22.7
ZCTA5 03304,0,23.6,47.8,28.6
ZCTA5 03307,0,18.5,46.8,34.7
ZCTA5 03431,7,29.2,33.3,30.5
ZCTA5 03440,3.8,27.4,43.8,25
ZCTA5 03441,0,13,42,44.9
ZCTA5 03442,4.6,34.4,44.4,16.6
ZCTA5 03443,0,49,20.9,30.1
ZCTA5 03444,1.4,17,50.9,30.7
ZCTA5 03445,2.1,27.8,44,26.1
ZCTA5 03446,1.3,28.6,41.2,28.9
ZCTA5 03447,2.6,15.5,52.1,29.7
ZCTA5 03448,2.4,19.7,44.2,33.7
ZCTA5 03449,0,11,43.8,45.2
ZCTA5 03450,0,10,49.6,40.3
ZCTA5 03451,5.6,19.5,49.1,25.7
ZCTA5 03452,0.8,24.8,44.7,29.8
ZCTA5 03455,1.1,30,37,32
ZCTA5 03456,0.6,28.4,39.8,31.2
ZCTA5 03457,0,25.7,40.5,33.9
ZCTA5 03458,1.2,23.2,38.4,37.2
ZCTA5 03461,4.6,30.5,36,28.9
ZCTA5 03462,0,24.6,50.5,25
ZCTA5 03464,0,17.9,42.3,39.9
ZCTA5 03465,0.7,27.2,49.7,22.3
ZCTA5 03466,0,14.9,46.5,38.6
ZCTA5 03467,1.2,17.3,51.6,29.9
ZCTA5 03470,4.1,29.8,38.6,27.5
ZCTA5 03561,1.8,29.5,42.7,25.9
ZCTA5 03570,4.1,29.8,35.5,30.5
ZCTA5 03574,0,17.9,54.3,27.7
ZCTA5 03575,0,0,57.1,42.9
ZCTA5 03576,2.7,15.8,45.1,36.4
ZCTA5 03579,0,12.7,43,44.2
ZCTA5 03580,1.9,9.8,48.3,40
ZCTA5 03581,0.1,15.9,46.4,37.5
ZCTA5 03582,4,21.9,41.3,32.7
ZCTA5 03583,6.1,11.9,54.8,27.3
ZCTA5 03584,4.4,27.5,35.5,32.6
ZCTA5 03585,2.7,17.3,48.5,31.6
ZCTA5 03586,1.5,12.1,54,32.4
ZCTA5 03588,5,23.2,45.1,26.7
ZCTA5 03590,2.2,19.1,44.6,34.2
ZCTA5 03592,0.5,16.5,42,41
ZCTA5 03593,3.1,13.3,37.2,46.4
ZCTA5 03595,4.7,17,42.3,36
ZCTA5 03597,9.8,13.1,17,60.1
ZCTA5 03598,3.9,19.7,39.2,37.1
ZCTA5 03601,0,13,59.2,27.7
ZCTA5 03602,0.9,24.2,42.6,32.3
ZCTA5 03603,0.6,25,43.3,31.1
ZCTA5 03604,0,31,46.6,22.4
ZCTA5 03605,0.8,23,50.5,25.8
ZCTA5 03607,0,11.7,35.7,52.6
ZCTA5 03608,2.8,15.5,43.7,37.9
ZCTA5 03609,1.8,42.5,46.5,9.2
ZCTA5 03740,0,22,39.3,38.7
ZCTA5 03741,1.9,28.6,46.6,22.9
ZCTA5 03743,4.2,30,38.5,27.3
ZCTA5 03745,0,13.1,42,44.9
ZCTA5 03746,0,12,42,46
ZCTA5 03748,5.3,25.8,43.2,25.7
ZCTA5 03750,0,21.7,64.5,13.7
ZCTA5 03751,0,33.9,36.1,30
ZCTA5 03752,2.2,30.3,35.7,31.8
ZCTA5 03753,3.4,18.1,44,34.5
ZCTA5 03754,0,100,0,0
ZCTA5 03755,4.7,30.2,33.5,31.6
ZCTA5 03765,0,13.5,52.7,33.9
ZCTA5 03766,6.7,34.6,35.2,23.5
ZCTA5 03768,0,23.1,38.5,38.5
ZCTA5 03770,0,12.7,83.3,4
ZCTA5 03771,1.5,20.6,42.2,35.8
ZCTA5 03773,2.3,28.5,42.3,26.9
ZCTA5 03774,6.4,13.7,46.7,33.2
ZCTA5 03777,5.6,21.1,36.8,36.6
ZCTA5 03779,0,31,39.2,29.8
ZCTA5 03780,0,21.9,41.3,36.8
ZCTA5 03781,0.6,22.1,43.6,33.7
ZCTA5 03782,4.1,26.8,39,30.1
ZCTA5 03784,3.2,31.4,32,33.4
ZCTA5 03785,0.4,22.8,49.6,27.2
ZCTA5 03801,4.1,37.8,34.2,23.9
ZCTA5 03809,0,23.1,45.7,31.2
ZCTA5 03810,0,15.4,32,52.6
ZCTA5 03811,0,20.1,49.5,30.4
ZCTA5 03812,0,8.9,46.1,45
ZCTA5 03813,1.6,33,34.2,31.2
ZCTA5 03814,0,23.6,47.4,29
ZCTA5 03816,2.5,16.1,40.1,41.3
ZCTA5 03817,0,25.5,42.5,32
ZCTA5 03818,0.9,36.4,35.1,27.6
ZCTA5 03819,2.6,26.5,53.1,17.9
ZCTA5 03820,7.5,38.1,31.8,22.6
ZCTA5 03823,0.5,24,59.2,16.3
ZCTA5 03824,27.8,18.4,29.4,24.4
ZCTA5 03825,0.6,31.6,51.7,16.1
ZCTA5 03826,0.9,26.4,54.8,17.9
ZCTA5 03827,0,18.5,47.1,34.4
ZCTA5 03830,6.6,23.3,45.2,24.9
ZCTA5 03832,3.4,25.9,31.3,39.5
ZCTA5 03833,2,23,43,32
ZCTA5 03835,4.8,28,43.3,23.9
ZCTA5 03836,0,9.8,44,46.2
ZCTA5 03837,2.3,37.9,31.9,28
ZCTA5 03838,0,19.6,49.8,30.6
ZCTA5 03839,1.3,32.9,44.9,20.9
ZCTA5 03840,0.7,24.1,50.1,25.1
ZCTA5 03841,3.1,24.1,36.7,36
ZCTA5 03842,1.2,17.9,46.7,34.2
ZCTA5 03844,3.4,19,52.2,25.4
ZCTA5 03845,5.4,13.5,40,41.1
ZCTA5 03846,0,14.1,36.9,49
ZCTA5 03847,0,22.4,32,45.7
ZCTA5 03848,3,20,49.7,27.4
ZCTA5 03849,0,23.7,51,25.2
ZCTA5 03850,0,0,6.6,93.4
ZCTA5 03851,0.9,24.2,51.2,23.7
ZCTA5 03852,0,17,59.6,23.4
ZCTA5 03853,0,9.4,26.8,63.8
ZCTA5 03854,0,7.3,45.6,47
ZCTA5 03855,0,18.7,54.2,27.1
ZCTA5 03856,0,21.3,60.3,18.3
ZCTA5 03857,7.7,37.2,34.5,20.5
ZCTA5 03858,3.2,23.6,48.9,24.2
ZCTA5 03860,4.8,23.8,41.2,30.2
ZCTA5 03861,0,22.1,54.8,23.1
ZCTA5 03862,1.1,18.1,45.4,35.5
ZCTA5 03864,0,18.3,42.6,39.1
ZCTA5 03865,0.9,32,40,27
ZCTA5 03867,4.6,30.7,38.1,26.6
ZCTA5 03868,4.9,23.6,39.4,32.1
ZCTA5 03869,3.5,23.5,46.9,26.1
ZCTA5 03870,0,15.9,46.2,37.9
ZCTA5 03871,0,0,16.3,83.7
ZCTA5 03872,0,20.5,51.3,28.2
ZCTA5 03873,4,25.3,51.8,18.9
ZCTA5 03874,0.2,19.4,43.2,37.2
ZCTA5 03875,1.6,21.2,36.8,40.3
ZCTA5 03878,4.1,34.5,41.1,20.3
ZCTA5 03882,5.2,20.4,44.3,30.1
ZCTA5 03883,0,17.8,82.2,0
ZCTA5 03884,2.8,25.5,50.6,21
ZCTA5 03885,0,21.1,53.6,25.3
ZCTA5 03886,2.6,20.6,51.1,25.7
ZCTA5 03887,1.3,27.6,49.7,21.4
ZCTA5 03890,0,39.6,0,60.4
ZCTA5 03894,1.6,11.6,41.8,45.1
ZCTA5 03901,0.3,34.5,38.3,26.9
ZCTA5 03902,1.9,14.5,52.7,30.9
ZCTA5 03903,0.9,21.3,48.5,29.3
ZCTA5 03904,1.9,33.2,35,29.9
ZCTA5 03905,0,18.8,38.9,42.3
ZCTA5 03906,0,22.2,45.9,31.9
ZCTA5 03907,2.6,11.1,37.3,49
ZCTA5 03908,1.9,33.2,43.6,21.2
ZCTA5 03909,0.9,21,36.7,41.5
ZCTA5 03910,0,0,44.6,55.4
ZCTA5 03911,0,0,0,100
ZCTA5 04001,0.6,25,42.4,32.1
ZCTA5 04002,0.6,23.2,49.6,26.6
ZCTA5 04003,6,0,43.6,50.3
ZCTA5 04005,5.1,32.3,39.1,23.5
ZCTA5 04006,25.5,22.3,22.3,29.8
ZCTA5 04008,0,39.6,36.1,24.3
ZCTA5 04009,3.8,24.5,40.4,31.3
ZCTA5 04010,0.3,19.8,48,31.9
ZCTA5 04011,1.6,22.4,40.5,35.4
ZCTA5 04015,1.4,29,39.3,30.2
ZCTA5 04017,0.9,20.3,28.9,50
ZCTA5 04019,0,0,77.8,22.2
ZCTA5 04020,2.1,18.3,40.1,39.6
ZCTA5 04021,1.1,27.1,44.4,27.3
ZCTA5 04022,2,13,53.9,31
ZCTA5 04024,0,19.4,55.5,25.1
ZCTA5 04027,0,30.8,47.3,21.9
ZCTA5 04029,2.6,24.3,35.8,37.3
ZCTA5 04030,5.4,55.8,26.3,12.5
ZCTA5 04032,1,26.5,45.5,27
ZCTA5 04037,0.6,18.7,47.9,32.8
ZCTA5 04038,2.6,29.9,41.9,25.6
ZCTA5 04039,1.5,35,35.3,28.2
ZCTA5 04040,1.6,16.2,46.8,35.5
ZCTA5 04041,0,27,42.1,30.9
ZCTA5 04042,0,26.1,52.1,21.8
ZCTA5 04043,1.3,14.7,37.5,46.5
ZCTA5 04046,3.4,16.8,47.6,32.2
ZCTA5 04047,4.9,23.2,46.1,25.9
ZCTA5 04048,1.2,27.4,43.9,27.6
ZCTA5 04049,1.2,24,46.5,28.3
ZCTA5 04050,2.1,15.7,40,42.1
ZCTA5 04051,0.5,12.8,49.3,37.4
ZCTA5 04055,0,21.9,46.4,31.7
ZCTA5 04056,0,36.1,35.3,28.6
ZCTA5 04057,0,0,0,100
ZCTA5 04061,2.2,34.6,54.8,8.5
ZCTA5 04062,2,31.1,41.9,25
ZCTA5 04063,0,7,22.5,70.5
ZCTA5 04064,1.5,25.5,45.3,27.8
ZCTA5 04066,2.6,10.6,26.4,60.5
ZCTA5 04068,2.3,16.6,52.1,29
ZCTA5 04069,1.5,23.7,47.6,27.1
ZCTA5 04071,4.1,22.8,43.9,29.1
ZCTA5 04072,3.6,30.9,40.3,25.1
ZCTA5 04073,3.9,32.1,39.4,24.7
ZCTA5 04074,0.6,20.6,46.4,32.3
ZCTA5 04076,1,26.1,45.7,27.2
ZCTA5 04079,0,18.6,41.2,40.2
ZCTA5 04083,8.9,22.2,44.1,24.9
ZCTA5 04084,0.7,25.9,41.1,32.3
ZCTA5 04085,0,43.4,47,9.6
ZCTA5 04086,1.6,26.5,36.9,35
ZCTA5 04087,15.2,22.7,35.4,26.7
ZCTA5 04088,0,24.1,45.8,30.1
ZCTA5 04090,2.7,18.8,40,38.5
ZCTA5 04091,0,19.1,45.3,35.6
ZCTA5 04092,4.6,33.6,36.4,25.3
ZCTA5 04093,2.5,28,44,25.5
ZCTA5 04095,0,19,49.2,31.9
ZCTA5 04096,1.3,18,46.5,34.1
ZCTA5 04097,0,25.4,55,19.6
ZCTA5 04101,7.3,47.7,26.5,18.4
ZCTA5 04102,5.9,41.3,35.6,17.3
ZCTA5 04103,5.2,33.9,38.7,22.2
ZCTA5 04105,0,23.7,46.4,30
ZCTA5 04106,2.1,30.5,40.8,26.6
ZCTA5 04107,1.2,18.7,45.7,34.4
ZCTA5 04108,0,13.6,41.1,45.3
ZCTA5 04109,0,0,46.5,53.5
ZCTA5 04110,0,11.8,42.8,45.3
ZCTA5 04210,5.1,34.6,34.3,26
ZCTA5 04216,0,11.4,35.5,53.1
ZCTA5 04217,1.4,16.3,43.6,38.7
ZCTA5 04219,1.1,17.4,51.2,30.4
ZCTA5 04220,0.8,28.3,43,27.9
ZCTA5 04221,0,24.7,49.7,25.6
ZCTA5 04222,0,37.2,43.7,19.2
ZCTA5 04224,0.4,24.8,44.8,29.9
ZCTA5 04226,3.1,13.8,43.1,40
ZCTA5 04227,0,47.3,43.6,9.1
ZCTA5 04228,-,-,-,-
ZCTA5 04231,0.9,7.2,49.5,42.3
ZCTA5 04234,0,0,55.6,44.4
ZCTA5 04236,3,32.5,42.5,22
ZCTA5 04237,0,5.6,67.4,27
ZCTA5 04238,0,33.6,48.5,17.9
ZCTA5 04239,1.4,31,39.7,27.9
ZCTA5 04240,6,29.3,37.7,27
ZCTA5 04250,8.5,31.9,39.6,20
ZCTA5 04252,2.3,30.3,42.4,25
ZCTA5 04253,1.2,28.7,44.8,25.3
ZCTA5 04254,4.3,32.8,34.9,28
ZCTA5 04255,1.3,21.9,38.4,38.4
ZCTA5 04256,0,31.7,40.1,28.2
ZCTA5 04257,0.6,18.3,41.4,39.8
ZCTA5 04258,1.9,24.8,47.2,26.1
ZCTA5 04259,1.9,29.2,43.5,25.5
ZCTA5 04260,0.7,35.4,48.7,15.3
ZCTA5 04261,0,19.5,50,30.5
ZCTA5 04263,0,28.6,45.9,25.5
ZCTA5 04265,0,22.1,57.6,20.2
ZCTA5 04267,0,0,42.4,57.6
ZCTA5 04268,1.3,27.9,39.3,31.5
ZCTA5 04270,3.8,25.3,43.4,27.5
ZCTA5 04271,-,-,-,-
ZCTA5 04274,1.1,28.4,46.6,23.9
ZCTA5 04275,0,4.3,48.1,47.6
ZCTA5 04276,0.5,18.3,46.8,34.4
ZCTA5 04280,1.5,29.8,43.5,25.2
ZCTA5 04281,2.9,19.6,38.5,39
ZCTA5 04282,4.7,21.2,51.5,22.5
ZCTA5 04284,4.8,18.2,35.8,41.1
ZCTA5 04285,0,11.7,42.5,45.8
ZCTA5 04286,0,100,0,0
ZCTA5 04287,0,18.8,56.5,24.7
ZCTA5 04289,0.4,25.1,42.9,31.5
ZCTA5 04290,0,15,54.8,30.2
ZCTA5 04292,0,32.4,40.2,27.4
ZCTA5 04294,0.4,21.1,45.8,32.6
ZCTA5 04330,5.4,25.3,38.6,30.7
ZCTA5 04342,0.7,22.2,47.7,29.4
ZCTA5 04343,-,-,-,-
ZCTA5 04344,7.1,31.1,39.3,22.5
ZCTA5 04345,2.2,31.7,41.9,24.2
ZCTA5 04346,0.6,30.3,35.2,33.9
ZCTA5 04347,1.7,36.7,25.8,35.8
ZCTA5 04348,0.2,28.4,38.1,33.3
ZCTA5 04349,0,18.5,47.5,34
ZCTA5 04350,0,24.9,44,31
ZCTA5 04351,5.4,21.6,44.1,28.9
